ETIQUETA,TIPO VEHÍCULO,ACCESO,CIUDAD,ZBE,ESTADO ZBE,OBSERVACIONES,URL - ORDENANZA MOVILIDAD SOSTENIBLE
0,furgoneta,PROHIBIDO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"EXCEP RESIDENTES:Los residentes empadronados en el ámbito de la ZBE podrán obtener autorización municipal que les permita acceder y circular dentro de la zona.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR y la matrícula cuenta con permiso previo.
EXCEP SERVICIOS: Vehículos que presten servicios públicos de transporte colectivo. Taxis exclusivamente en Avenida de la Marina, Avenida Montoto hasta Puerta Real y Ciudad Vieja. Labores de carga y descarga de 5:00 a 12:00, en zonas habilitadas y justificando actividad económica.
OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.  ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
0,camión (servicios),CONDICIONADO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: 
SERVICIOS / REGISTRO: Vehículos adscritos a concesión administrativa o contrato de servicios. Labores de carga y descarga de 5:00 a 12:00, en zonas habilitadas y justificando actividad económica.
OTROS: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios. ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
0,autobús (servicios),CONDICIONADO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: 
SERVICIOS / REGISTRO: Autobuses que presten servicio público regular de transporte colectivo urbano o interurbano autorizado. Vehículos adscritos a concesión administrativa o contrato de servicio público.
OTROS: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios. ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
0,furgoneta >3500 kg,PROHIBIDO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"EXCEP RESIDENTES:Los residentes empadronados en el ámbito de la ZBE podrán obtener autorización municipal que les permita acceder y circular dentro de la zona.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR y la matrícula cuenta con permiso previo.
EXCEP SERVICIOS: Vehículos que presten servicios públicos de transporte colectivo. Taxis exclusivamente en Avenida de la Marina, Avenida Montoto hasta Puerta Real y Ciudad Vieja. Labores de carga y descarga de 5:00 a 12:00, en zonas habilitadas y justificando actividad económica.
OTRAS EXCEP: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios. ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
0,camión >3500 kg (servicios),CONDICIONADO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: 
SERVICIOS / REGISTRO: Vehículos adscritos a concesión administrativa o contrato de servicios. Labores de carga y descarga de 5:00 a 12:00, en zonas habilitadas y justificando actividad económica.
OTROS: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios. ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
0,autobús >3500 kg (servicios),CONDICIONADO,A Coruña,A Coruña - Marina y Ciudad Vieja,Vigente,"Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: 
SERVICIOS / REGISTRO: Autobuses que presten servicio público regular de transporte colectivo urbano o interurbano autorizado. Vehículos adscritos a concesión administrativa o contrato de servicio público.
OTROS: Permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios. ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.coruna.gal/descarga/1453902501202/Ordenanza-de-Movilidad-Sostenible-del-Concello-da-Coruna_castellano.pdf
SIN ETIQUETA,turismo,CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Podrán acceder los vehículos de personas empadronadas o residentes en la ZBE, propietarios o arrendatarios de viviendas o garajes en la zona, así como los destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, clientes de hoteles o estacionamientos públicos, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-0
SIN ETIQUETA,motocicleta,CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Podrán acceder los vehículos de personas empadronadas o residentes en la ZBE, propietarios o arrendatarios de viviendas o garajes en la zona, así como los destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-0
SIN ETIQUETA,furgoneta,CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Podrán acceder los vehículos de personas empadronadas o residentes en la ZBE, propietarios o arrendatarios de viviendas o garajes en la zona, así como los destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-1
SIN ETIQUETA,camión (servicios),CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-2
SIN ETIQUETA,autobús (servicios),CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-3
SIN ETIQUETA,furgoneta >3500 kg,CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Podrán acceder los vehículos de personas empadronadas o residentes en la ZBE, propietarios o arrendatarios de viviendas o garajes en la zona, así como los destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-4
SIN ETIQUETA,camión >3500 kg (servicios),CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-5
SIN ETIQUETA,autobús >3500 kg (servicios),CONDICIONADO,Alicante,ZBE Alicante,Vigente,"EXCEP SIN AUTORIZACIÓN PREVIA: Los vehículos destinados a servicios públicos esenciales o básicos y a la entrega urgente de medicamentos.
EXCEP CON AUTORIZACIÓN: Requerirán autorización los vehículos que accedan por invitación de residentes, personas trabajadoras o vehículos vinculados a actividades económicas en la ZBE, acceso a centros educativos (hasta una hora posterior), empresas de servicios básicos, mudanzas, atención médica domiciliaria, traslado por cita médica y vehículos diplomáticos acreditados.
EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de tarjeta TED.
OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-6
B,turismo,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-7
B,motocicleta,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-8
B,furgoneta,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-9
B,camión (servicios),LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-10
B,autobús (servicios),LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-11
B,furgoneta >3500 kg,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-12
B,camión >3500 kg (servicios),LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-13
B,autobús >3500 kg (servicios),LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-14
C,turismo,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-15
C,motocicleta,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-16
C,furgoneta,LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-17
C,camión (servicios),LIBRE,Alicante,ZBE Alicante,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",https://www.alicante.es/es/file/ordenanza-zbe-alicantepdf-18
